Date,Open,High,Low,Close,Adj Close,Volume
2018-10-05,7874.759766,7902.669922,7715.970215,7788.450195,7788.450195,2672900000
2018-10-08,7747.100098,7797.319824,7654.839844,7735.950195,7735.950195,2239640000
2018-10-09,7728.509766,7799.750000,7718.950195,7738.020020,7738.020020,2459040000
2018-10-10,7694.080078,7701.200195,7420.560059,7422.049805,7422.049805,3077330000
2018-10-11,7388.069824,7493.209961,7274.040039,7329.060059,7329.060059,3139290000
2018-10-12,7507.839844,7516.689941,7368.330078,7496.890137,7496.890137,2650290000
2018-10-15,7473.330078,7500.930176,7400.069824,7430.740234,7430.740234,2148850000
2018-10-16,7501.779785,7658.140137,7493.439941,7645.490234,7645.490234,2623300000
2018-10-17,7669.259766,7670.490234,7563.089844,7642.700195,7642.700195,2364720000
2018-10-18,7616.470215,7616.859863,7452.459961,7485.140137,7485.140137,2545950000
2018-10-19,7530.160156,7582.890137,7428.299805,7449.029785,7449.029785,2532220000
2018-10-22,7486.740234,7520.540039,7424.740234,7468.629883,7468.629883,2282400000
2018-10-23,7328.549805,7472.580078,7260.129883,7437.540039,7437.540039,2735820000
2018-10-24,7423.209961,7435.689941,7099.000000,7108.399902,7108.399902,2935550000
2018-10-25,7197.490234,7364.819824,7178.540039,7318.339844,7318.339844,2741810000
2018-10-26,7125.180176,7283.319824,7057.000000,7167.209961,7167.209961,2964780000
2018-10-29,7272.419922,7295.609863,6922.830078,7050.290039,7050.290039,2689550000
2018-10-30,7017.870117,7166.839844,7001.479980,7161.649902,7161.649902,2681310000
2018-10-31,7276.620117,7368.490234,7270.629883,7305.899902,7305.899902,2899730000
2018-11-01,7327.819824,7435.879883,7286.500000,7434.060059,7434.060059,2708880000
2018-11-02,7424.020020,7466.529785,7298.680176,7356.990234,7356.990234,2889910000
2018-11-05,7344.080078,7349.229980,7255.879883,7328.850098,7328.850098,2166470000
2018-11-06,7326.069824,7400.640137,7320.890137,7375.959961,7375.959961,2285680000
2018-11-07,7446.089844,7572.930176,7435.870117,7570.750000,7570.750000,2677530000
2018-11-08,7544.169922,7566.930176,7499.709961,7530.879883,7530.879883,2462430000
2018-11-09,7468.509766,7474.339844,7349.479980,7406.899902,7406.899902,2418490000
2018-11-12,7364.049805,7371.089844,7193.770020,7200.870117,7200.870117,2283070000
2018-11-13,7230.689941,7319.120117,7182.859863,7200.870117,7200.870117,2343940000
2018-11-14,7265.390137,7285.569824,7101.169922,7136.390137,7136.390137,2540220000
2018-11-15,7112.830078,7274.259766,7072.359863,7259.029785,7259.029785,2508720000
2018-11-16,7193.600098,7274.859863,7171.700195,7247.870117,7247.870117,2438260000
2018-11-19,7217.240234,7224.120117,7011.399902,7028.479980,7028.479980,2354020000
2018-11-20,6867.430176,6994.750000,6830.759766,6908.819824,6908.819824,2664950000
2018-11-21,6985.509766,7029.919922,6951.620117,6972.250000,6972.250000,1858050000
2018-11-23,6919.520020,6987.890137,6919.160156,6938.979980,6938.979980,958950000
2018-11-26,7026.500000,7083.930176,7003.120117,7081.850098,7081.850098,2011180000
2018-11-27,7041.229980,7105.140137,7014.359863,7082.700195,7082.700195,2067360000
2018-11-28,7135.080078,7292.709961,7090.979980,7291.589844,7291.589844,2390260000
2018-11-29,7267.370117,7319.959961,7217.689941,7273.080078,7273.080078,1983460000
2018-11-30,7279.299805,7332.790039,7255.680176,7330.540039,7330.540039,2542820000
2018-12-03,7486.129883,7486.509766,7392.220215,7441.509766,7441.509766,2621020000
2018-12-04,7407.950195,7421.109863,7150.109863,7158.430176,7158.430176,2635810000
2018-12-06,7017.049805,7189.520020,6984.339844,7188.259766,7188.259766,2833870000
2018-12-07,7163.490234,7205.370117,6945.270020,6969.250000,6969.250000,2475160000
2018-12-10,6959.629883,7047.620117,6878.990234,7020.520020,7020.520020,2367560000
2018-12-11,7121.660156,7129.830078,6983.009766,7031.830078,7031.830078,2246060000
2018-12-12,7127.000000,7197.290039,7096.560059,7098.310059,7098.310059,2412300000
2018-12-13,7135.279785,7154.640137,7034.819824,7070.330078,7070.330078,2143520000
2018-12-14,6986.370117,7027.169922,6898.990234,6910.660156,6910.660156,2200510000
2018-12-17,6886.459961,6931.810059,6710.009766,6753.729980,6753.729980,2665240000
2018-12-18,6809.819824,6847.270020,6733.709961,6783.910156,6783.910156,2595400000
2018-12-19,6777.589844,6868.859863,6586.500000,6636.830078,6636.830078,2899950000
2018-12-20,6607.759766,6666.200195,6447.910156,6528.410156,6528.410156,3258090000
2018-12-21,6573.490234,6586.680176,6304.629883,6332.990234,6332.990234,4534120000
2018-12-24,6278.490234,6355.180176,6190.169922,6192.919922,6192.919922,1647270000
2018-12-26,6257.859863,6555.529785,6214.339844,6554.359863,6554.359863,2558940000
2018-12-27,6457.189941,6583.009766,6336.970215,6579.490234,6579.490234,2415870000
2018-12-28,6616.790039,6684.180176,6529.220215,6584.520020,6584.520020,2199090000
2018-12-31,6649.520020,6659.959961,6570.060059,6635.279785,6635.279785,2098560000
2019-01-02,6506.910156,6693.709961,6506.879883,6665.939941,6665.939941,2261800000
2019-01-03,6584.770020,6600.209961,6457.129883,6463.500000,6463.500000,2607290000
2019-01-04,6567.140137,6760.689941,6554.240234,6738.859863,6738.859863,2579550000
2019-01-07,6757.529785,6855.600098,6741.399902,6823.470215,6823.470215,2507550000
2019-01-08,6893.439941,6909.580078,6795.859863,6897.000000,6897.000000,2380290000
2019-01-09,6923.060059,6985.220215,6899.560059,6957.080078,6957.080078,2422590000
2019-01-10,6908.649902,6991.370117,6877.080078,6986.069824,6986.069824,2179080000
